Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
Wrist  Watch  ,Watch,"Sep. Asif Riaz, Gunman",Police,2007-07-31,4000.0,0.0,Yes,Yes
Wrist  Watch  ,Watch,"Sep.  M.  Imran  Mushtaq,
Gunman",Police,2007-07-31,4000.0,0.0,Yes,Yes
Wrist  Watch  ,Watch,"Sep. Gul Zamin, Gunman",Police,2007-07-31,4000.0,0.0,Yes,Yes
Wrist  Watch  ,Watch,"Mr. Muslim Dad, Valet",Unknown,2007-07-31,4000.0,0.0,Yes,Yes
One  Jewellary  Set  in,Not Specified,"First  Lady  of  Pakistan,  wife
of  President  Pervaiz
Musharraf",Unknown,2007-08-01,3743500.0,560025.0,Yes,Yes
a,Watch,"Maj.  Gen.  Shafqaat Ahmed,
Military  Secretary  to  the
President and his wife.",Military,2007-08-01,160000.0,22500.0,Yes,Yes
Two  Bags  of  Yemeni,Food,"Ms.  Humaira  Hasan,
Additional  Secretary,  M/o
Foreign Affairs",Bureaucracy,2007-08-03,0.0,0.0,"Gifts declared but
not deposited","Gifts declared but
not deposited"
One  wrist  watch,Watch,"Ms.  Humaira  Hasan,
Additional Secretary,  M/o",Bureaucracy,2007-08-03,0.0,0.0,"Gifts declared but
not deposited","Gifts declared but
not deposited"
Fifty Purses,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-05,0.0,0.0,Yes,Yes
Two  cups  with,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-05,2500.0,0.0,Yes,Yes
One flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-05,6000.0,0.0,Yes,Yes
One  pewter,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-05,0.0,0.0,Yes,Yes
One neck tie,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-18,1500.0,0.0,Yes,Yes
Three  marble  table,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-08-18,25000.0,2250.0,Yes,Yes
Wooden  Pot,Decoration Pieces,Chairman ERRA,Unknown,2007-08-22,3500.0,0.0,Yes,Yes
Decoration  Piece,Decoration Pieces,Chairman ERRA,Unknown,2007-08-22,0.0,0.0,Yes,Yes
One Carpet,Carpet,"Mr.  Muhammad  Ali  Durrani,
Minister for Information and
Broadcasting.",Unknown,2007-08-24,7000.0,0.0,Yes,Yes
One painting,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,2000.0,0.0,Yes,Yes
One  draft  book,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,0.0,0.0,Yes,Yes
One decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,3500.0,0.0,Yes,Yes
One fountain pen with,Pen,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,8000.0,0.0,Yes,Yes
One  wrist  watch,Watch,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,25000.0,2250.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,0.0,0.0,Yes,Yes
One shield,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,0.0,0.0,Yes,Yes
One  ball  point,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-01,45000.0,5250.0,Yes,Yes
a,Weapons,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,10000.0,0.0,Yes,Yes
One shield,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,0.0,0.0,Yes,Yes
Three T-Shirts,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,1500.0,0.0,Yes,Yes
One Decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,5500.0,0.0,Yes,Yes
a,Carpet,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,7000.0,0.0,Yes,Yes
One shield,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,0.0,0.0,Yes,Yes
One ball point ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,2000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,0.0,0.0,Yes,Yes
A  gift  box  containing,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-10,0.0,0.0,Yes,Yes
One painting,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-21,10000.0,0.0,Yes,Yes
Old  Japanese,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-21,0.0,0.0,Yes,Yes
One ceramic Bowl,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-21,3000.0,0.0,Yes,Yes
One  Wrist  Watch,Watch,Auditor General of Pakistan,Unknown,2007-09-25,8000.0,0.0,Yes,Yes
One wrist watch Rolex,Watch,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-09-27,1350000.0,201000.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2007-09-27,8100.0,0.0,Yes,Yes
One  Wrist  Watch,Watch,"Shahid  Ali  Baig,  Additional
Accountant  General  of
Pakistan",Unknown,2007-10-02,10000.0,0.0,Yes,Yes
a,Watch,Auditor General of Pakistan,Unknown,2007-10-03,83500.0,11025.0,Yes,Yes
One Flower Vase,Decoration Pieces,"Mr.  Atta  Mohammad  Raja,
Additional  Secretary,
Planning  &  Development
Division",Bureaucracy,2007-10-03,2200.0,0.0,Yes,Yes
One Table clock,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-10-03,90000.0,12000.0,Yes,Yes
One  Packet  of  Coffee,Not Specified,"Mr.  Nazir  Hussain,  Chief  of
Protocol,  M/o  Foreign
Affairs",Military,2007-10-05,0.0,0.0,Yes,Yes
Pair  of  Decoration,Decoration Pieces,"Mr. Mohsin Khan, Controller
General of Accounts",Unknown,2007-10-08,4500.0,0.0,Yes,Yes
One Statue,Not Specified,"Controller  General  of
Accounts",Unknown,2007-10-08,0.0,0.0,Auctioned,"Auctioned for
Rs.650/-"
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-10-27,9000.0,0.0,Yes,Yes
One  Metallic  Wall,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2007-10-27,2500.0,0.0,Yes,Yes
Mont Blanc Pen Set,Pen,"Mr.  Nazir  Hussain,  Chief  of
Protocol, Foreign Affairs",Military,2007-11-10,45000.0,5250.0,Yes,Yes
Wrist  Watch  ,Watch,"Mr. M. Iftikhar Anjum, DCP,
Foreign Affairs",Unknown,2007-11-10,22500.0,1875.0,Yes,Yes
Wrist  Watch  ,Watch,"Syed  Abbas  Ahsan,
Superintendent  Police,  SP,
Islamabad Police",Police,2007-11-10,15000.0,750.0,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Qasim  Khan,  Protocol
Officer, Foreign Affairs",Unknown,2007-11-10,15000.0,750.0,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Muhammad  Tufail  Qazi,
Protocol  Officer,  Foreign
Affairs",Unknown,2007-11-10,15000.0,750.0,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Salim  Ibrahim,
Assistant  Protocol  Officer,
Foreign Affairs",Unknown,2007-11-10,15000.0,750.0,Yes,Yes
One Afghan Carpet,Carpet,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister  of
Pakistan",Unknown,2007-11-23,25000.0,2250.0,Yes,Yes
Decoration  Piece  ,Decoration Pieces,"Mian  Mohammad  Soomro,",Unknown,2007-12-10,10000.0,0.0,Yes,Yes
One Crystal Box,Not Specified,"Mr.  Nazir  Hussain,  Chief  of
Protocol, Foreign Affairs",Military,2007-12-10,1250.0,0.0,Yes,Yes
One Onyx Vase,Decoration Pieces,"Mr.  Iftikhar  Anjum,  Deputy
Chief  of  Protocol,  DCP,
Foreign Affairs",Military,2007-12-10,1000.0,0.0,Yes,Yes
One Bowl ,Not Specified,"Mr. Inam ul Haque, Foreign
Minister of Pakistan",Unknown,2007-12-12,7500.0,0.0,Yes,Yes
Tea Set ,Crockery,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister  of
Pakistan",Unknown,2007-12-13,5500.0,0.0,Yes,Yes
One Decoration Piece,Decoration Pieces,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister  of
Pakistan",Unknown,2007-12-15,2500.0,0.0,Yes,Yes
One carpet ,Carpet,"Mr.  Inam  ul  Haque,
Foreign Minister",Unknown,2008-01-02,25000.0,2250.0,Yes,Yes
Small silver bowl,Not Specified,Minister Kashmir Affairs,Unknown,2008-01-02,3500.0,0.0,Yes,Yes
One Onyx Bowl,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-01-02,9500.0,0.0,Yes,Yes
One Bowl,Not Specified,"Mr.  Hamid  Nawaz  Khan,
Minister  of  Interior  &
Narcotics Control",Unknown,2008-01-03,4500.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Chief  of  Protocol  Ministry
of Foreign Affairs",Military,2008-01-04,3500.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Deputy  Chief  of  protocol
Ministry of Foreign Affairs",Unknown,2008-01-04,3500.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Protocol Officer Ministry of
Foreign Affairs",Unknown,2008-01-04,3500.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Protocol  Officer
(Additional)  Ministry  of
Foreign Affairs",Unknown,2008-01-04,3500.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Mr.  Iqbal,  APO  Ministry  of
Foreign Affairs",Unknown,2008-01-04,3500.0,0.0,Yes,Yes
One jewelry Box,Not Specified,"Mr.  Saleem,  APO  Ministry
of Foreign Affairs",Unknown,2008-01-04,3500.0,0.0,Yes,Yes
Small silver Bowl,Not Specified,"Foreign  Minister  of
Pakistan",Unknown,2008-02-01,4000.0,0.0,Yes,Yes
One Candy Bowl ,Not Specified,"Gen Pervaiz  Musharraf,
President of Pakistan",Unknown,2008-02-02,3200.0,0.0,Yes,Yes
One sterling Silver Pot,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-07,4500.0,0.0,Yes,Yes
Model  of  Tree  with,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-08,10000.0,0.0,Yes,Yes
a,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of  Pakistan  and  Begum
Sahiba",Unknown,2008-02-08,21000.0,1650.0,Yes,Yes
a,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-08,6000.0,0.0,Yes,Yes
a,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-08,6000.0,0.0,Yes,Yes
One Jewelry Box,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-12,4500.0,0.0,Yes,Yes
One Cigarette Case,Cigar/Cigarettes,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-12,3000.0,0.0,Yes,Yes
One carpet,Carpet,"Gen Pervaiz  Musharraf,
President of Pakistan",Unknown,2008-02-13,25000.0,2250.0,Yes,Yes
One  w,Watch,"Syed  Masood  Alam  Rizvi,
Cabinet Secretary,",Bureaucracy,2008-02-20,60000.0,7500.0,Yes,Yes
One  w,Watch,"Spouse  of  Cabinet
Secretary",Bureaucracy,2008-02-20,25000.0,2250.0,Yes,Yes
a,Not Specified,"Mian  Mohammad  Soomro,
Caretaker  Prime  Minister
of Pakistan",Unknown,2008-02-21,3000.0,0.0,Yes,Yes
One  w,Watch,"Mr.  Jehangir  Bashar,
Secretary Education",Bureaucracy,2008-02-26,55000.0,6750.0,Yes,Yes
One  w,Watch,"Spouse  of  Secretary
Education,  Mr.  Jehangir
Bashar",Bureaucracy,2008-02-26,60000.0,7500.0,Yes,Yes
One  w,Watch,"Daughter  of  Secretary
Education,  Mr.  Jehangir
Bashar",Bureaucracy,2008-02-26,60000.0,7500.0,Yes,Yes
One Wooden Frame,Not Specified,"Foreign  Minister  of
Pakistan",Unknown,2008-02-27,500.0,0.0,Auctioned,"Auctioned for
Rs.1,517/-"
Onyx  plate  ,Not Specified,"Mr.  Khalid  Aziz  Babar
Additional  Secretary  (UN
& EC) Foreign Affairs",Bureaucracy,2008-02-28,1000.0,0.0,Yes,Yes
One  packet  of,Not Specified,"Addl.  Secretary  (Admn),
Planning & Development",Bureaucracy,2008-03-04,800.0,0.0,Yes,Yes
One  Souvenir  ,Not Specified,"Mr.  Sohail  Ahmad  Mian,
DFA  Finance),
Establishment Division",Unknown,2008-03-07,0.0,0.0,Auctioned,"Auctioned for
Rs.313/-"
a,Carpet,Chairman NAB,Unknown,2008-04-07,11000.0,0.0,Yes,Yes
a,Not Specified,"Member  Finance,
Additional  Secretary,
Ministry of Railways",Bureaucracy,2008-04-08,8000.0,0.0,Yes,Yes
Mercedes Benz Car,Not Specified,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister  of
Pakistan",PMLN,2008-04-20,4255919.0,636888.0,Yes,Yes
One  Rifle  ,Weapons,Defense Minister,Unknown,2008-05-05,80000.0,10500.0,Yes,Yes
a,Weapons,"Federal  Minister  for
Labour  Manpower  and",Unknown,2008-05-15,150000.0,21000.0,Yes,Yes
One Silver Cup,Not Specified,"Mr.  Pervaiz  Musharraf
President of Pakistan",Unknown,2008-05-20,25000.0,2250.0,Challan not found,Challan not found
a,Watch,"Senator  M.  Talha
Mehmood,  Chairman,
Senate  Standing
Committee on Interior",Unknown,2008-06-12,159050.0,0.0,Auctioned,"Auctioned
(a) For Rs.21,100
/-
(b) For Rs.21,100
/-
(c) For Rs.1,710/-
(d) For
Rs.57,120/-
(e) For Rs.2,200/-
(f) For
Rs.41,170/-
(g) For
Rs.51,123/-"
One  Wrist  Watch,Watch,"Inspector  Shujjat  Ali
Babar  Gunman,  P.M.
Sectt.",Police,2008-06-13,20000.0,1500.0,Yes,Yes
One Watch ,Watch,"Mr. M. Aqeel Ashraf Rana,
LDC P.M Sectt.",Unknown,2008-06-13,22000.0,1800.0,Yes,Yes
One  Wrist  Watch  ,Watch,"NK  Ghulam  Akbar,  SSG
Gunman, P.M. Sectt.",Military,2008-06-13,30000.0,3000.0,Yes,Yes
One  Wrist  Watch,Watch,"H/constable Pervaiz  Khan,
P.M Sectt.",Police,2008-06-13,24000.0,2100.0,Yes,Yes
One  Wrist  Watch,Watch,"Constable  M.  Amir  Khan,
Gunman,  Prime  Minister",Police,2008-06-13,22000.0,1800.0,Yes,Yes
One  Wrist  Watch,Watch,"Sep.  Shahid  Ibrar  SSG
Gunaman,  Prime  Minister
Sectt.",Police,2008-06-13,30000.0,3000.0,Yes,Yes
One  wrist  watch,Watch,"Mr. Rafaqat  Hussain  TV
Engineer, PTV World",Media,2008-06-17,20000.0,1500.0,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Haroon  Rashid,
Cameraman APP",Media,2008-06-19,30000.0,3000.0,Yes,Yes
a,Not Specified,"Mr. Atta Muhammad Raja,
Additional  Secretary
(CS&M),  officer  of  ERC
Cabinet Division",Bureaucracy,2008-06-23,0.0,0.0,Yes,Yes
a,Not Specified,"Ms.  Sohaila  Mushtaq,
Director  General  ERC,
Cabinet Division",Unknown,2008-06-23,0.0,0.0,Yes,Yes
a,Not Specified,"Mr  Saleem  Khan,  Deputy
Secretary  (ERC),  Cabinet
Division",Bureaucracy,2008-06-23,0.0,0.0,Yes,Yes
a,Not Specified,"Eng.  Zulfiqar  Ali  Bhatti,
Section  Officer  (R&S),
Cabinet Division",Unknown,2008-06-23,0.0,0.0,Yes,Yes
One Dagger ,Not Specified,"Mr. Munir Ahmed,
JS Establishment Division",Unknown,2008-07-07,5000.0,0.0,Yes,Yes
One Badge,Not Specified,"Mr. Munir Ahmed,
JS Establishment Division",Unknown,2008-07-07,0.0,0.0,Yes,Yes
One Tie Pin with case,Not Specified,"Mr.  Munir  Ahmed,  JS
Establishment Division",Unknown,2008-07-07,250.0,0.0,Yes,Yes
One  Wrist  Watch,Watch,"Syed  Ali  Adnan  Rizvi
Photographer PID",Media,2008-07-08,20000.0,1500.0,Yes,Yes
Propitiousness  and,Not Specified,Chairman NAB,Unknown,2008-07-14,2800.0,0.0,Yes,Yes
A set of walls hanging,Not Specified,Chairman NAB,Unknown,2008-07-14,1000.0,0.0,Yes,Yes
Office  Table  Set  ,Not Specified,Chairman NAB,Unknown,2008-07-14,1200.0,0.0,Yes,Yes
One  Wrist  watch,Watch,"Wing  Cdr.  Waqar  Ahmed,
DMS to Prime Minister",Military,2008-07-18,22000.0,1800.0,Yes,Yes
One  Wrist  watch,Watch,"Mr.  Faisal Nisar  Liaison
Officer to Prime Minister",Unknown,2008-07-18,22000.0,1800.0,Yes,Yes
One  Wrist  watch,Watch,"Sqn  Ldr  Shahzad  Fatah,
ADC to Prime Minister",Military,2008-07-18,22000.0,1800.0,Yes,Yes
One  Wrist  watch,Watch,"Capt.  Tahira  Mubarik,
Lady  Nursing  Assistant
Prime Minister Sectt.",Military,2008-07-22,22000.0,1800.0,Yes,Yes
Camera  Samsung,Not Specified,"Mr.  Khalid  Aziz  Babar,
Acting  Secretary  Foreign
Affairs",Bureaucracy,2008-08-25,18000.0,1200.0,Yes,Yes
One  Wrist  Watch,Watch,"Mr.  Nazir  Hussain,  Chief
of Protocol, Prime Minister
Sectt.",Military,2008-08-25,18000.0,1200.0,Yes,Yes
One  Wrist  watch,Watch,"Syed  Ahsan  Raza,  Deputy
Chief  of  Protocol,  Prime
Minister Sectt.",Military,2008-09-04,24000.0,2100.0,Yes,Yes
One  Wrist  watch,Watch,"Syed  Kaleem  Imam  CSO
to  Prime  Minister,  Chief
Security  Officer  to  Prime
Minister",Unknown,2008-09-24,24000.0,2100.0,Yes,Yes
One Ceramic Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,5500.0,0.0,Yes,Yes
One  box  containing,Not Specified,"Mr.  Asif  Ali  Zardari,",PPP,2008-10-23,6000.0,0.0,Yes,Yes
Box  containing  two-,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,7000.0,0.0,Yes,Yes
One  box  containing,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Red  box  containing,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,4500.0,0.0,Yes,Yes
Box  containing  crystal,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Box  containing  ,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,6000.0,0.0,Yes,Yes
Box  containing  model,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Box  containing  Vase,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,5000.0,0.0,Yes,Yes
Box  containing,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,3500.0,0.0,Yes,Yes
One  box  containing,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,34400.0,1080.0,Yes,Yes
Two  books  ,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Box  containing  two-,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,5500.0,0.0,Yes,Yes
One  box  containing,Decoration Pieces,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,2500.0,0.0,Yes,Yes
Small  wooden  box,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Box  containing  marble,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-10-23,0.0,0.0,Yes,Yes
Box  containing  music,Not Specified,"Brig.  Mian  Mohammad
Halal  Hussain,  MS  to
President, MS (P)",Military,2008-10-23,3000.0,0.0,Yes,Yes
Box  containing  music,Not Specified,"Mr.  Farhatullah  Babar,
Media Advisor to President",PPP,2008-10-23,3000.0,0.0,Yes,Yes
Large  box  containing,Decoration Pieces,"Brig.  Mian  Muhammad
Halal  Hussain,  MS  to
President, MS (P)",Military,2008-10-23,2500.0,0.0,Yes,Yes
Large  box  containing,Decoration Pieces,"Lt.  Col.  Syed  Muhammad
Adnan, DMS (P)",Military,2008-10-23,2500.0,0.0,Yes,Yes
Large  box  containing,Decoration Pieces,"Cdr.  Amir  Saeed,  ADC  to
President, ADC (P)",Unknown,2008-10-23,2500.0,0.0,Yes,Yes
Large  Box  containing,Decoration Pieces,"Lt.  Col.  Babar  Mumtaz,
CSO (P)",Military,2008-10-23,2500.0,0.0,Yes,Yes
Large  box  containing,Decoration Pieces,"Maj  Muhammad  Nadeem
Butt, SO (P)",Military,2008-10-23,2500.0,0.0,Yes,Yes
Small  Box  containing,Decoration Pieces,"Mr.  Fayyaz  Muhammad,
Protocol  Assistant  to
President",Unknown,2008-10-23,2000.0,0.0,Yes,Yes
Small  box  containing,Decoration Pieces,"Mr.  Muhammad  Uzair
Shafiq, Protocol Assistant",Unknown,2008-10-23,2000.0,0.0,Yes,Yes
Small  box  containing,Decoration Pieces,"Sub.  Muhammad  Saleem,
Security Officer,",Unknown,2008-10-23,2000.0,0.0,Yes,Yes
Small  box  containing,Decoration Pieces,"Hav.  Walayat  Shah,
Security Official",Unknown,2008-10-23,2000.0,0.0,Yes,Yes
Small  box  containing,Decoration Pieces,"Sep  Muhammad  Habib
Sultan,",Unknown,2008-10-23,2000.0,0.0,Yes,Yes
One  still  camera,Not Specified,"Mr. Shaukat Fayaz Ahmed
Tarin,  Advisor  to  Prime",Unknown,2008-10-29,9000.0,0.0,Yes,Yes
One  Motorcycle,Not Specified,"Mr.  Shaukat  Aziz,  Former
Prime Minister of Pakistan",Gen Mus,2008-11-06,65000.0,0.0,"Gift placed at the
disposal of
Central Pool of
Cars","Gift placed at the
disposal of
Central Pool of
Cars"
Silver vase,Decoration Pieces,"Mr.  Ghalib  Iqbal,  Chief
Protocol,  M/o  Foreign
Affairs",Military,2008-11-06,7000.0,0.0,Yes,Yes
Two Cups,Not Specified,"Syed  Ahsan  Raza  Shah,
Deputy  Chief  of  Protocol,
M/o Foreign Affairs",Military,2008-11-06,2500.0,0.0,Yes,Yes
Model  of  Bab-e-,Not Specified,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-12-02,25000.0,2250.0,Yes,Yes
One  wrist  watch,Watch,"Military  Secretary  to  the
President of Pakistan",Military,2008-12-02,65000.0,8250.0,Yes,Yes
a,Watch,"Mr.  Asif  Ali  Zardari,
President of Pakistan",PPP,2008-12-02,540000.0,79500.0,Yes,Yes
One  wrist  watch,Watch,"Maj.  Gen.  Tassawar
Hussain, PP (P)",Military,2008-12-02,130000.0,18000.0,Yes,Yes
One  wrist  watch,Watch,"Brig.  Mian  Muhammad
Hilal  Hussain,  Military
Secretary  to  the
President, MS (P)",Military,2008-12-02,130000.0,18000.0,Yes,Yes
One  wrist  watch  ,Watch,"Lt.  Col.  Syed  M.  Adnan,
DMS (P), President Sectt.",Military,2008-12-02,90000.0,12000.0,Yes,Yes
One box containing,Watch,"Lt.  Col.  Baber  Mumtaz
CSO to President",Military,2008-12-02,25000.0,2250.0,Yes,Yes
One  wrist  watch  ,Watch,"Sqn  Ldr.  Malik  Jalal
Farooq, ADC to President ",Military,2008-12-02,90000.0,12000.0,Yes,Yes
One box containing,Watch,"Mr. Sohail Ali Khan, DPR",Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  wrist  watch  ,Watch,"Mr.  Amjad  Mehmood,
Protocol  Assistant,
President Sectt.",Unknown,2008-12-02,90000.0,12000.0,Yes,Yes
One  box  containing,Watch,"Hav.  Muhammad  Jamil,
Gunman",Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  box  containing,Watch,Hav. Sabz Ali Khan,Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  box  containing,Watch,"Sep.  M.  Habib  Sultan,
Gunman",Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  box  containing,Watch,"Sep.  Sajid  Hussain,
Gunman",Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  box  containing,Watch,"Sep.  Farmanullah,
Gunman",Police,2008-12-02,25000.0,2250.0,Yes,Yes
One  box  containing,Watch,"Mr. Mushtaq Ahmed, Valet",Unknown,2008-12-02,25000.0,2250.0,Yes,Yes
Wrist  watch  Armand,Watch,"Mr. Shoukat Fayaz Ahmed
Tarin,  Advisor  to  Prime
Minister  on  Finance,
Revenue, Economic Affairs
and Statistics",Unknown,2008-12-02,85000.0,0.0,Yes,Yes
a,Weapons,"Mr.  Asif  Ali  Zardari,
President  of
Pakistan",PPP,2009-01-15,150000.0,9750.0,Yes,Yes
a,Watch,"Ms.  Nuzhat  Sadiq,
MNA",Unknown,2009-01-21,211300.0,30195.0,Yes,Yes
One  wrist  watch,Watch,"Mr.  Zafar  Mehmood,
Secretary Petroleum",Bureaucracy,2009-01-23,25000.0,2250.0,Yes,Yes
a,Not Specified,"Mr.  Asif  Ali  Zardari,
President  of
Pakistan",PPP,2009-01-26,107828705.0,16172806.0,Yes,Yes
One  BMW  ,Not Specified,"Mr  Asif  Ali  Zardari,
President  of
Pakistan",PPP,2009-01-26,27339370.0,4099406.0,Yes,Yes
One  wrist  watch  Gio,Watch,"Dr.  Asim  Hussain,
Chairman  NRB,
Advisor  to  Prime
Minister  on
Petroleum  and
Natural Resources",Unknown,2009-01-27,60000.0,7500.0,Yes,Yes
One  wrist  watch,Watch,"Mr.  Munir  Khan
Orakzai, MNA",Unknown,2009-01-28,211300.0,30195.0,Yes,Yes
a,Watch,"Mr.  Asif  Ali  Zardari,
Co-Chairman  of
PPPP",PPP,2009-02-02,383500.0,56025.0,Yes,Yes
a,Watch,"Mrs.  Samina  Khalid
Ghurki, MNA",Unknown,2009-02-02,211300.0,30195.0,Yes,Yes
a,Watch,"Mrs. Belum Hasnain,
MNA",Unknown,2009-02-02,163900.0,30195.0,Yes,Yes
